Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2650,The Soloist,38332994,31720158,6612836,2009.csv,2009,0.8274897076914994,0.1725102923085006
2651,Ghajini,38316584,2430627,35885957,2008.csv,2008,0.0634353782685847,0.9365646217314153
2652,Van Wilder,38275483,21305259,16970224,2002.csv,2002,0.5566293964206801,0.44337060357931996
2653,Don't Be Afraid of the Dark,38269529,24046682,14222847,2011.csv,2011,0.6283506128335157,0.3716493871664843
2654,20th Century Boys 1: Beginning of the End,38231562,0,38231562,2008.csv,2008,0.0,1.0
2655,The Original Kings of Comedy,38182790,38182790,0,2000.csv,2000,1.0,0.0
2656,The Water Diviner,38176317,4196641,33979676,2014.csv,2014,0.10992786444014492,0.8900721355598551
2657,Just My Luck,38159905,17326650,20833255,2006.csv,2006,0.45405380333100936,0.5459461966689907
2658,Jumping the Broom,38158601,37295394,863207,2011.csv,2011,0.9773784421499101,0.022621557850089943
2659,Happily N'Ever After,38085778,15589393,22496385,2007.csv,2007,0.40932321246004216,0.5906767875399578
2660,One for the Money,38080789,26414527,11666262,2011.csv,2011,0.6936444252770078,0.30635557472299224
2661,The Producers,38075318,19398532,18676786,2005.csv,2005,0.5094778722530958,0.4905221277469042
2662,The Banger Sisters,38068353,30307416,7760937,2002.csv,2002,0.7961315268879638,0.20386847311203612
2663,But Always,38039248,430760,37608488,2014.csv,2014,0.011324093473141214,0.9886759065268588
2664,Overcomer,38026103,34746945,3279158,2019.csv,2019,0.9137656046426845,0.08623439535731547
2665,The Eagle,37989684,19490041,18499643,2011.csv,2011,0.5130350913158425,0.48696490868415754
2666,Kokkuri-san: Gekijô-ban,37982240,0,37982240,2010.csv,2010,0.0,1.0
2667,For Colored Girls,37981984,37729698,252286,2010.csv,2010,0.9933577456090761,0.0066422543909238655
2668,Chek dou,37938005,0,37938005,2015.csv,2015,0.0,1.0
2669,Killing Them Softly,37930465,15026056,22904409,2012.csv,2012,0.39614742397700636,0.6038525760229937
2670,Camping,37912041,0,37912041,2006.csv,2006,0.0,1.0
2671,The King,37886707,0,37886707,2017.csv,2017,0.0,1.0
2672,Hell or High Water,37879877,27007844,10872033,2016.csv,2016,0.7129865812394269,0.28701341876057307
2673,Amalfi: Rewards of the Goddess,37840539,0,37840539,2009.csv,2009,0.0,1.0
2674,Cold Eyes,37795598,0,37795598,2013.csv,2013,0.0,1.0
2675,Mission Milano,37749848,0,37749848,2016.csv,2016,0.0,1.0
2676,Bulletproof Monk,37713879,23358708,14355171,2003.csv,2003,0.6193663611213261,0.3806336388786738
2677,The Hills Have Eyes 2,37697773,20804166,16893607,2007.csv,2007,0.5518672416007173,0.4481327583992826
2678,The Handmaiden,37692886,2006788,35686098,2016.csv,2016,0.05324049742436809,0.9467595025756319
2679,Casanova,37691644,11304403,26387241,2005.csv,2005,0.2999180136584119,0.700081986341588
2680,The Yinyang Master,37690000,0,37690000,2021.csv,2021,0.0,1.0
2681,The Prince and Me,37666766,28176497,9490269,2004.csv,2004,0.7480466201956387,0.2519533798043612
2682,Halloween: Resurrection,37664855,30354442,7310413,2002.csv,2002,0.8059089036716058,0.1940910963283942
2683,Rurouni Kenshin Part I: Origins,37654579,0,37654579,2012.csv,2012,0.0,1.0
2684,The Covenant,37598767,23380495,14218272,2006.csv,2006,0.6218420673209842,0.37815793267901576
2685,Painted Skin,37579689,0,37579689,2008.csv,2008,0.0,1.0
2686,Pokémon the Movie: I Choose You!,37552144,2401722,35150422,2017.csv,2017,0.06395698738266449,0.9360430126173355
2687,Fat Buddies,37496410,0,37496410,2018.csv,2018,0.0,1.0
2688,Broken Embraces,37472507,5014305,32458202,2009.csv,2009,0.13381290448488006,0.86618709551512
2689,A Walk in the Woods,37461274,29504281,7956993,2015.csv,2015,0.7875941699153104,0.21240583008468958
2690,Sarileru Neekevvaru,37389889,821000,36568889,2020.csv,2020,0.021957807898279665,0.9780421921017204
2691,Pain and Glory,37359689,4567338,32792351,2019.csv,2019,0.12225310547954508,0.877746894520455
2692,Snowden,37357216,21587519,15769697,2016.csv,2016,0.5778674460109662,0.4221325539890339
2693,Natale in crociera,37350000,0,37350000,2007.csv,2007,0.0,1.0
2694,The Majestic,37317558,27807266,9510292,2001.csv,2001,0.7451523489291555,0.25484765107084445
2695,Becoming Jane,37311672,18670946,18640726,2007.csv,2007,0.5004049671105599,0.49959503288944007
2696,Home Again,37270721,27020284,10250437,2017.csv,2017,0.7249734718037786,0.27502652819622136
2697,Beauty Shop,37245453,36351350,894103,2005.csv,2005,0.9759943045933688,0.024005695406631247
2698,Pokémon: Lucario and the Mystery of Mew,37228626,0,37228626,2005.csv,2005,0.0,1.0
2699,"Like Father, Like Son",37170163,334616,36835547,2013.csv,2013,0.009002274216553745,0.9909977257834462
2700,The Family That Preys,37105289,37105289,0,2008.csv,2008,1.0,0.0
2701,A Witness Out of the Blue,37092694,0,37092694,2019.csv,2019,0.0,1.0
2702,Till The End Of The World,37013733,118660,36895073,2018.csv,2018,0.003205837141582018,0.9967941628584179
2703,Rurouni Kenshin: Final Chapter Part I - The Final,36964978,0,36964978,2021.csv,2021,0.0,1.0
2704,Snake Eyes,36964325,28264325,8700000,2021.csv,2021,0.7646379313026818,0.2353620686973183
2705,2.0,36945969,4152000,32793969,2018.csv,2018,0.11238032490093845,0.8876196750990616
2706,Devil's Due,36921560,15821461,21100099,2014.csv,2014,0.42851550692874296,0.571484493071257
2707,Ex Machina,36869414,25442958,11426456,2015.csv,2015,0.6900830590906598,0.3099169409093402
2708,The Adventurers,36796816,216556,36580260,2017.csv,2017,0.0058851831093211975,0.9941148168906788
2709,Titan A.E.,36754634,22753426,14001208,2000.csv,2000,0.6190627826684385,0.3809372173315615
2710,New Interpretation Records of the Three Kingdoms,36747486,0,36747486,2020.csv,2020,0.0,1.0
2711,The Adventures of Super Monkey,36745063,0,36745063,2007.csv,2007,0.0,1.0
2712,Negotiator: Mashita Masayoshi,36733286,0,36733286,2005.csv,2005,0.0,1.0
2713,Natale a Rio,36702844,0,36702844,2008.csv,2008,0.0,1.0
2714,Valentine,36684136,20384136,16300000,2001.csv,2001,0.5556662422143457,0.44433375778565426
2715,Sky of Love,36684020,0,36684020,2007.csv,2007,0.0,1.0
2716,Joy Ride,36642838,21974919,14667919,2001.csv,2001,0.5997057051094132,0.4002942948905868
2717,Return to Me,36609995,32722798,3887197,2000.csv,2000,0.8938214277275919,0.10617857227240812
2718,Burnt,36606743,13651946,22954797,2015.csv,2015,0.3729352813496683,0.6270647186503318
2719,The Intruder,36599361,35419122,1180239,2019.csv,2019,0.9677524697767265,0.03224753022327357
2720,The Priests,36577134,185093,36392041,2015.csv,2015,0.005060347265042691,0.9949396527349573
2721,The Tower,36512327,0,36512327,2012.csv,2012,0.0,1.0
2722,The Chaser,36467587,0,36467587,2008.csv,2008,0.0,1.0
2723,Nomadland,36440330,2143000,34297330,2021.csv,2021,0.0588084685292367,0.9411915314707633
2724,Brooklyn's Finest,36440201,27163593,9276608,2009.csv,2009,0.7454292856397801,0.2545707143602199
2725,Detective Conan: The Lost Ship in the Sky,36407407,0,36407407,2010.csv,2010,0.0,1.0
2726,The Boat That Rocked,36348784,8017917,28330867,2009.csv,2009,0.22058281234387372,0.7794171876561262
2727,Detective Conan: Private Eye in the Distant Sea,36324232,0,36324232,2013.csv,2013,0.0,1.0
2728,Secret Reunion,36298578,0,36298578,2010.csv,2010,0.0,1.0
2729,Furry Vengeance,36288132,17630465,18657667,2010.csv,2010,0.48584658477322556,0.5141534152267744
2730,A Most Wanted Man,36233517,17237855,18995662,2014.csv,2014,0.4757433566275115,0.5242566433724886
2731,A Very Harold & Kumar Christmas,36192775,35061031,1131744,2011.csv,2011,0.9687301125708101,0.031269887429189944
2732,Nobunaga Concerto: The Movie,36187594,0,36187594,2016.csv,2016,0.0,1.0
2733,Dügün Dernek,36185741,0,36185741,2013.csv,2013,0.0,1.0
2734,The Confidence Man JP: Princess,36109913,0,36109913,2020.csv,2020,0.0,1.0
2735,Sicko,36093504,24540079,11553425,2007.csv,2007,0.6799029265764831,0.3200970734235169
2736,Love Happens,36088028,22965110,13122918,2009.csv,2009,0.6363636716309353,0.3636363283690647
2737,Nothing to Lose,36075317,1016188,35059129,2018.csv,2018,0.028168512005036575,0.9718314879949634
2738,The Magic Hour,36023586,0,36023586,2008.csv,2008,0.0,1.0
2739,Whatever Works,36020534,5306706,30713828,2009.csv,2009,0.14732446776052793,0.8526755322394721
2740,T-34,35950901,0,35950901,2018.csv,2018,0.0,1.0
2741,Kundo: Age of the Rampant,35941291,280958,35660333,2014.csv,2014,0.00781713711953196,0.9921828628804681
2742,Ra.One,35911689,2511689,33400000,2011.csv,2011,0.06994070927713815,0.9300592907228619
2743,You Will Meet a Tall Dark Stranger,35867322,3248246,32619076,2010.csv,2010,0.09056282484652743,0.9094371751534726
2744,Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,35861856,0,35861856,2014.csv,2014,0.0,1.0
2745,Garden State,35825316,26782316,9043000,2004.csv,2004,0.747580733132961,0.2524192668670389
2746,Conquest 1453,35797045,35730,35761315,2012.csv,2012,0.0009981270800425008,0.9990018729199575
2747,The New Adventures of Aladdin,35771820,0,35771820,2015.csv,2015,0.0,1.0
2748,Heidi,35755670,0,35755670,2015.csv,2015,0.0,1.0
2749,Riding in Cars with Boys,35743308,30165536,5577772,2001.csv,2001,0.8439491946296632,0.15605080537033675
2750,Hostel: Part II,35728183,17609452,18118731,2007.csv,2007,0.4928728673383698,0.5071271326616302
2751,"Tad, the Lost Explorer, and the Secret of King Midas",35704046,5874,35698172,2017.csv,2017,0.00016451916962016014,0.9998354808303799
2752,Hostiles,35669017,29819114,5849903,2017.csv,2017,0.835994835517895,0.164005164482105
2753,The Terror Live,35659824,0,35659824,2013.csv,2013,0.0,1.0
2754,Faster,35626958,23240020,12386938,2010.csv,2010,0.6523155864163311,0.34768441358366886
2755,Good Deeds,35579177,35025791,553386,2012.csv,2012,0.9844463518647438,0.015553648135256191
2756,My Dog Skip,35547761,34134641,1413120,2000.csv,2000,0.9602472853353549,0.039752714664645125
2757,The Queen's Corgi,35515687,0,35515687,2019.csv,2019,0.0,1.0
2758,Jersey Girl,35492921,25268157,10224764,2004.csv,2004,0.7119210334928477,0.28807896650715226
2759,Mia and the White Lion,35487190,399471,35087719,2018.csv,2018,0.011256766173934877,0.9887432338260651
2760,Arbitrage,35485056,7919574,27565482,2012.csv,2012,0.22318054112694652,0.7768194588730535
2761,Hide and Seek,35461505,0,35461505,2013.csv,2013,0.0,1.0
2762,Vacancy,35442935,19363565,16079370,2007.csv,2007,0.5463307426430684,0.45366925735693164
2763,Original Sin,35402320,16534221,18868099,2001.csv,2001,0.46703778170470184,0.5329622182952981
2764,Room,35401758,14677654,20724104,2015.csv,2015,0.4146024047732319,0.5853975952267682
2765,Namiya,35351623,70814,35280809,2017.csv,2017,0.0020031329254670996,0.997996867074533
2766,Death Note: L Change the World,35319632,0,35319632,2008.csv,2008,0.0,1.0
2767,The Darjeeling Limited,35307949,11902715,23405234,2007.csv,2007,0.337111481609991,0.662888518390009
2768,Assault on Precinct 13,35294470,20040895,15253575,2005.csv,2005,0.5678196896000989,0.4321803103999012
2769,Eye in the Sky,35259653,18704595,16555058,2016.csv,2016,0.5304815393390286,0.46951846066097136
2770,Les Tuche 2: The American Dream,35210425,0,35210425,2016.csv,2016,0.0,1.0
2771,Courageous,35185884,34522221,663663,2011.csv,2011,0.9811383735591239,0.01886162644087612
2772,Destiny: The Tale of Kamakura,35166640,0,35166640,2017.csv,2017,0.0,1.0
2773,The Girl in the Spider's Web,35164920,14841338,20323582,2018.csv,2018,0.42204953118050603,0.577950468819494
2774,The Adventures of Rocky & Bullwinkle,35134820,26005820,9129000,2000.csv,2000,0.7401722849298786,0.2598277150701213
2775,The Secret in Their Eyes,35079650,6391436,28688214,2009.csv,2009,0.18219782694525175,0.8178021730547482
2776,Miss Potter,35078241,3005605,32072636,2006.csv,2006,0.08568288814709951,0.9143171118529005
2777,Alfie,35060882,13399812,21661070,2004.csv,2004,0.3821869626668262,0.6178130373331737
2778,My Week with Marilyn,35057696,14600347,20457349,2011.csv,2011,0.4164662446727817,0.5835337553272183
2779,The Liquidator,35046130,0,35046130,2017.csv,2017,0.0,1.0
2780,Flight of the Phoenix,35021497,21009180,14012317,2004.csv,2004,0.5998938309233326,0.4001061690766674
2781,Welcome to the North,34995189,0,34995189,2012.csv,2012,0.0,1.0
2782,I Fell in Love Like a Flower Bouquet,34975905,0,34975905,2021.csv,2021,0.0,1.0
2783,Bambi and the Great Prince of the Forest,34958637,0,34958637,2006.csv,2006,0.0,1.0
2784,Blind Detective,34958596,0,34958596,2013.csv,2013,0.0,1.0
2785,When Marnie Was There,34949567,561085,34388482,2014.csv,2014,0.016054133088401354,0.9839458669115987
2786,The Sitter,34942188,30441326,4500862,2011.csv,2011,0.8711911801287315,0.12880881987126852
2787,The Hate U Give,34934009,29719483,5214526,2018.csv,2018,0.8507321046376326,0.14926789536236737
2788,Lost and Love,34930177,188817,34741360,2015.csv,2015,0.005405555202311171,0.9945944447976889
2789,Gomorrah,34861529,1579146,33282383,2008.csv,2008,0.045297668957663906,0.9547023310423361
2790,Secret in Their Eyes,34854990,20180155,14674835,2015.csv,2015,0.578974631752871,0.42102536824712905
2791,"Dad, Where Are We Going 2",34840000,0,34840000,2015.csv,2015,0.0,1.0
2792,Chimpanzee,34823764,28972764,5851000,2012.csv,2012,0.8319825507661952,0.16801744923380482
2793,Disaster Movie,34816824,14190901,20625923,2008.csv,2008,0.40758746403750096,0.5924125359624991
2794,Kidnap,34814102,30971040,3843062,2017.csv,2017,0.8896119164584513,0.11038808354154876
2795,Doraemon: Nobita and the Space Heroes,34811747,0,34811747,2015.csv,2015,0.0,1.0
2796,The Life Aquatic with Steve Zissou,34808403,24020403,10788000,2004.csv,2004,0.6900748362399735,0.30992516376002655
2797,Sunshine,34806360,3675753,31130607,2007.csv,2007,0.10560578583913974,0.8943942141608603
2798,Assembly,34786960,0,34786960,2007.csv,2007,0.0,1.0
2799,Broken City,34737199,19701164,15036035,2013.csv,2013,0.5671488941868917,0.4328511058131083
2800,Endless Love,34718173,23438250,11279923,2014.csv,2014,0.6751003285800782,0.32489967141992177
2801,Jane Eyre,34710627,11242660,23467967,2011.csv,2011,0.3238967708650149,0.6761032291349851
2802,The Kids Are All Right,34705850,20811365,13894485,2010.csv,2010,0.5996500589958177,0.4003499410041823
2803,Doraemon The Movie: Nobita's Great Battle of the Mermaid King,34702573,0,34702573,2010.csv,2010,0.0,1.0
2804,Nana,34671042,0,34671042,2005.csv,2005,0.0,1.0
2805,The Man Standing Next,34664900,113527,34551373,2020.csv,2020,0.003274984205925879,0.9967250157940741
2806,Malibu's Most Wanted,34622504,34432201,190303,2003.csv,2003,0.9945034882514563,0.005496511748543664
2807,Alex Cross,34618867,25888412,8730455,2012.csv,2012,0.7478122262060165,0.2521877737939835
2808,Gone Baby Gone,34612443,20292962,14319481,2007.csv,2007,0.5862909474491587,0.41370905255084134
2809,The Extraordinary Adventures of Adèle Blanc-Sec,34604339,0,34604339,2010.csv,2010,0.0,1.0
2810,R.A.I.D. Special Unit,34598750,0,34598750,2017.csv,2017,0.0,1.0
2811,Crank: High Voltage,34572541,13684249,20888292,2009.csv,2009,0.3958126479624393,0.6041873520375607
2812,Salmon Fishing in the Yemen,34564651,9047981,25516670,2012.csv,2012,0.2617697774526929,0.7382302225473071
2813,Haywire,34513760,18942396,15571364,2012.csv,2012,0.548836058430029,0.4511639415699709
2814,Steve Jobs,34441873,17766658,16675215,2015.csv,2015,0.515844710303647,0.484155289696353
2815,Adventures in Zambezia,34428345,0,34428345,2012.csv,2012,0.0,1.0
2816,Swimfan,34411240,28564995,5846245,2002.csv,2002,0.8301065291457094,0.16989347085429063
2817,My Mom is a Character 3,34360029,0,34360029,2020.csv,2020,0.0,1.0
2818,Pokémon the Movie: Destiny Deoxys,34337258,0,34337258,2004.csv,2004,0.0,1.0
2819,Warrior of the Hornor,34291831,0,34291831,2019.csv,2019,0.0,1.0
2820,The Medallion,34268701,22219192,12049509,2003.csv,2003,0.648381507078427,0.35161849292157293
2821,American Psycho,34266564,15070285,19196279,2000.csv,2000,0.43979562701413544,0.5602043729858646
2822,Wild Safari - A South African Adventure,34257135,16621530,17635605,2005.csv,2005,0.48519906874874386,0.5148009312512561
2823,Bad News Bears,34252847,32868349,1384498,2005.csv,2005,0.95958006060051,0.040419939399489915
2824,Victor Frankenstein,34227298,5775076,28452222,2015.csv,2015,0.16872719546836562,0.8312728045316343
2825,The House,34184504,25584504,8600000,2017.csv,2017,0.748424022767743,0.25157597723225705
2826,Cirque du Soleil: Worlds Away,34153101,12512862,21640239,2012.csv,2012,0.36637557450493297,0.633624425495067
2827,The Battle: Roar to Victory,34148707,0,34148707,2019.csv,2019,0.0,1.0
2828,Black & White: The Dawn of Justice,34146896,0,34146896,2014.csv,2014,0.0,1.0
2829,Gokusen: The Movie,34117482,0,34117482,2009.csv,2009,0.0,1.0
2830,In Bruges,34085749,7800824,26284925,2008.csv,2008,0.22885881134664227,0.7711411886533578
2831,The Bad Guys: The Movie,34024386,166972,33857414,2019.csv,2019,0.004907421400638942,0.9950925785993611
2832,"My Love, Don't Cross That River",34012261,0,34012261,2014.csv,2014,0.0,1.0
2833,Darkness,33988736,22163442,11825294,2002.csv,2002,0.6520819720980504,0.34791802790194964
2834,Dungeons & Dragons,33978694,15391970,18586724,2000.csv,2000,0.45298886413939277,0.5470111358606072
2835,The Fighting Temptations,33972062,30250745,3721317,2003.csv,2003,0.8904594899185101,0.1095405100814899
2836,The Witness,33963557,418063,33545494,2015.csv,2015,0.012309164202088727,0.9876908357979113
2837,Doraemon the Movie: Nobita's New Dinosaur,33942341,0,33942341,2020.csv,2020,0.0,1.0
2838,Hotel Rwanda,33882243,23530892,10351351,2004.csv,2004,0.6944903854210597,0.3055096145789404
2839,Camping 2,33857735,0,33857735,2010.csv,2010,0.0,1.0
2840,The Good Liar,33856058,17156058,16700000,2019.csv,2019,0.5067352495674482,0.49326475043255186
2841,Don't Go Breaking My Heart 2,33801759,0,33801759,2014.csv,2014,0.0,1.0
2842,Jay and Silent Bob Strike Back,33788161,30085147,3703014,2001.csv,2001,0.890404985343831,0.10959501465616907
2843,The Art of Racing in the Rain,33766787,26395642,7371145,2019.csv,2019,0.7817042823766442,0.21829571762335576
2844,Love and Honor,33755574,60910,33694664,2006.csv,2006,0.0018044427269996949,0.9981955572730004
2845,I Want to Eat Your Pancreas,33748006,277019,33470987,2017.csv,2017,0.008208455338072419,0.9917915446619275
2846,Deliver Us from Evil,33718703,0,33718703,2020.csv,2020,0.0,1.0
2847,Nobody's Fool,33705333,31713110,1992223,2018.csv,2018,0.9408929441521909,0.05910705584780901
